epoch,loss,lr,output_layer_1_csi133,output_layer_1_csi74,output_layer_1_loss,output_layer_1_pod133,output_layer_1_pod74,output_layer_1_sucr133,output_layer_1_sucr74,output_layer_csi133,output_layer_csi74,output_layer_loss,output_layer_pod133,output_layer_pod74,output_layer_sucr133,output_layer_sucr74,val_loss,val_output_layer_1_csi133,val_output_layer_1_csi74,val_output_layer_1_loss,val_output_layer_1_pod133,val_output_layer_1_pod74,val_output_layer_1_sucr133,val_output_layer_1_sucr74,val_output_layer_csi133,val_output_layer_csi74,val_output_layer_loss,val_output_layer_pod133,val_output_layer_pod74,val_output_layer_sucr133,val_output_layer_sucr74
58,1.2339587142070134,0.001,0.17087314,0.51534903,1.0798814,0.20998108,0.61516595,0.65494794,0.77432793,0.17087314,0.51534903,0.15407717,0.20998108,0.61516595,0.65494794,0.77432793,2.388587576945623,0.21784392,0.5296828,2.1459394,0.23689507,0.6184512,0.7355125,0.78615797,0.21784392,0.5296828,0.24264824,0.23689507,0.6184512,0.7355125,0.78615797
59,1.223582866191864,0.001,0.16744153,0.5167185,1.0706239,0.20686704,0.6148777,0.65888596,0.7784562,0.16744153,0.5167185,0.15295899,0.20686704,0.6148777,0.65888596,0.7784562,2.4004056062301,0.2952921,0.5462517,2.1582463,0.3494162,0.67532146,0.6592337,0.7404088,0.2952921,0.5462517,0.24215943,0.3494162,0.67532146,0.6592337,0.7404088
60,1.2328709653019905,0.001,0.16548486,0.5161687,1.078309,0.20168935,0.613224,0.6596302,0.77928734,0.16548486,0.5161687,0.154562,0.20168935,0.613224,0.6596302,0.77928734,2.4259303840001425,0.28899005,0.55379665,2.1885011,0.34299785,0.68030965,0.650626,0.7482871,0.28899005,0.55379665,0.23742911,0.34299785,0.68030965,0.650626,0.7482871
61,1.2226990871628125,0.001,0.16696885,0.52495676,1.071156,0.20206682,0.6225976,0.65521675,0.78237325,0.16696885,0.52495676,0.15154292,0.20206682,0.6225976,0.65521675,0.78237325,2.389946035146713,0.23246884,0.526819,2.1506515,0.25214058,0.6163968,0.75249565,0.7834083,0.23246884,0.526819,0.23929441,0.25214058,0.6163968,0.75249565,0.7834083
62,1.209653105934461,0.001,0.17382699,0.5226583,1.059469,0.21665213,0.62319535,0.6506552,0.7780055,0.17382699,0.5226583,0.15018412,0.21665213,0.62319535,0.6506552,0.7780055,2.398435499668121,0.28278044,0.5395272,2.159321,0.3300689,0.63689506,0.667359,0.77875656,0.28278044,0.5395272,0.23911446,0.3300689,0.63689506,0.667359,0.77875656
63,1.2057762957612672,0.001,0.16981435,0.52681434,1.0565054,0.20750327,0.6254188,0.663954,0.7822626,0.16981435,0.52681434,0.14927098,0.20750327,0.6254188,0.663954,0.7822626,2.360388804872831,0.22711954,0.5460141,2.1227818,0.24819288,0.65628904,0.7315772,0.76441723,0.22711954,0.5460141,0.23760709,0.24819288,0.65628904,0.7315772,0.76441723
64,1.2012120193243028,0.001,0.17595235,0.52603513,1.052217,0.21898781,0.62749124,0.64923495,0.77946204,0.17595235,0.52603513,0.14899492,0.21898781,0.62749124,0.64923495,0.77946204,2.4108602356910707,0.27297044,0.53186524,2.1649327,0.3169114,0.62528753,0.6703948,0.780255,0.27297044,0.53186524,0.2459275,0.3169114,0.62528753,0.6703948,0.780255
65,1.1966033422946931,0.001,0.16945583,0.5224444,1.0482979,0.21008193,0.6228133,0.6510308,0.7781417,0.16945583,0.5224444,0.14830548,0.21008193,0.6228133,0.6510308,0.7781417,2.3780707683165865,0.29096282,0.55372536,2.1430168,0.34390688,0.67981696,0.6582411,0.7485544,0.29096282,0.55372536,0.23505387,0.34390688,0.67981696,0.6582411,0.7485544
66,1.1970753146211308,0.001,0.1745213,0.52383447,1.0484405,0.21523069,0.624211,0.6624337,0.77967274,0.1745213,0.52383447,0.14863475,0.21523069,0.624211,0.6624337,0.77967274,2.4076053935289385,0.28292742,0.549295,2.1692958,0.33459377,0.66324335,0.6536255,0.76164633,0.28292742,0.549295,0.2383098,0.33459377,0.66324335,0.6536255,0.76164633
67,1.1961516095201175,0.001,0.1761254,0.53014904,1.0494184,0.21601225,0.6290964,0.65709126,0.7839304,0.1761254,0.53014904,0.14673324,0.21601225,0.6290964,0.65709126,0.7839304,2.4216030126810075,0.32462788,0.55957294,2.180503,0.40883118,0.71064156,0.6141505,0.7242029,0.32462788,0.55957294,0.24110004,0.40883118,0.71064156,0.6141505,0.7242029
68,1.182634819348653,0.001,0.17719969,0.5326117,1.0367553,0.22097945,0.6350968,0.64794314,0.78109586,0.17719969,0.5326117,0.1458795,0.22097945,0.6350968,0.64794314,0.78109586,2.3709444904327395,0.31497338,0.5576447,2.132155,0.40020844,0.7056886,0.60142493,0.72614646,0.31497338,0.5576447,0.23878953,0.40020844,0.7056886,0.60142493,0.72614646
69,1.1827158282200496,0.001,0.17824757,0.5324452,1.0363568,0.21924436,0.6324593,0.66100156,0.7844702,0.17824757,0.5324452,0.14635907,0.21924436,0.6324593,0.66100156,0.7844702,2.367161139647166,0.27847123,0.54030764,2.1321726,0.31722522,0.6396371,0.6987126,0.7763537,0.27847123,0.54030764,0.23498864,0.31722522,0.6396371,0.6987126,0.7763537
70,1.1610640076796213,0.001,0.17936197,0.5391966,1.0172559,0.22462223,0.642022,0.6538909,0.784572,0.17936197,0.5391966,0.14380811,0.22462223,0.642022,0.6538909,0.784572,2.3742132941881815,0.26562256,0.5441764,2.1357589,0.30214444,0.65423137,0.6922568,0.7635699,0.26562256,0.5441764,0.23845431,0.30214444,0.65423137,0.6922568,0.7635699
71,1.167908243338267,0.001,0.18311599,0.54011726,1.0244844,0.22993617,0.64409274,0.64799845,0.7828759,0.18311599,0.54011726,0.14342389,0.22993617,0.64409274,0.64799845,0.7828759,2.3680417090654373,0.2262694,0.5426344,2.1321201,0.24489412,0.6461357,0.75049734,0.771531,0.2262694,0.5426344,0.2359217,0.24489412,0.6461357,0.75049734,0.771531
72,1.1617392412821452,0.001,0.18200089,0.5372703,1.0186573,0.22879687,0.64041793,0.6566789,0.7837938,0.18200089,0.5372703,0.14308184,0.22879687,0.64041793,0.6566789,0.7837938,2.386190872589747,0.29162353,0.548182,2.1500807,0.3425697,0.6609322,0.66693807,0.7624248,0.29162353,0.548182,0.23611033,0.3425697,0.6609322,0.66693807,0.7624248
73,1.1591740155220032,0.001,0.18563642,0.5394406,1.0174817,0.22913982,0.6430504,0.65804124,0.7824439,0.18563642,0.5394406,0.14169225,0.22913982,0.6430504,0.65804124,0.7824439,2.422905398607254,0.31436777,0.5542133,2.1840796,0.38778624,0.6887102,0.6274035,0.73923254,0.31436777,0.5542133,0.23882598,0.38778624,0.6887102,0.6274035,0.73923254
74,1.1523850606878598,0.001,0.18723696,0.542815,1.0110571,0.23365748,0.6448472,0.6553895,0.7875095,0.18723696,0.542815,0.141328,0.23365748,0.6448472,0.6553895,0.7875095,2.3632563074429833,0.2482349,0.53593683,2.124775,0.27649957,0.6305512,0.71443474,0.78079224,0.2482349,0.53593683,0.23848152,0.27649957,0.6305512,0.71443474,0.78079224
75,1.147129625082016,0.001,0.18429388,0.54209346,1.0067177,0.22948493,0.64583796,0.6558269,0.7845367,0.18429388,0.54209346,0.14041205,0.22948493,0.64583796,0.6558269,0.7845367,2.3570526234308877,0.29598913,0.5515337,2.12209,0.3504851,0.66650116,0.6592537,0.7613107,0.29598913,0.5515337,0.23496257,0.3504851,0.66650116,0.6592537,0.7613107
76,1.1481970121463139,0.001,0.18357584,0.5435064,1.0075445,0.23057267,0.644761,0.65062004,0.7886954,0.18357584,0.5435064,0.14065243,0.23057267,0.644761,0.65062004,0.7886954,2.3906742014487583,0.29671264,0.55539274,2.1566803,0.34959233,0.6732657,0.6651031,0.75977325,0.29671264,0.55539274,0.23399407,0.34959233,0.6732657,0.6651031,0.75977325
77,1.1461648970842362,0.001,0.1873152,0.5440575,1.0064203,0.23296326,0.6481752,0.6547147,0.78435147,0.1873152,0.5440575,0.13974467,0.23296326,0.6481752,0.6547147,0.78435147,2.3854129405816398,0.269776,0.5436909,2.1463923,0.30917072,0.6540333,0.6829553,0.76266396,0.269776,0.5436909,0.23902057,0.30917072,0.6540333,0.6829553,0.76266396
78,1.1546378938357036,0.001,0.1894609,0.5440349,1.0139861,0.23444967,0.6455637,0.6574952,0.7879567,0.1894609,0.5440349,0.14065163,0.23444967,0.6455637,0.6574952,0.7879567,2.3890204387903218,0.2804891,0.5593514,2.151732,0.32887977,0.6914692,0.66033137,0.7448236,0.2804891,0.5593514,0.23728848,0.32887977,0.6914692,0.66033137,0.7448236
79,1.1465278125802676,0.001,0.18581174,0.542325,1.0065548,0.23131564,0.64685845,0.6545565,0.7827892,0.18581174,0.542325,0.13997295,0.23131564,0.64685845,0.6545565,0.7827892,2.366741784413655,0.2749555,0.5432166,2.1289225,0.3188203,0.65239584,0.6719566,0.7638624,0.2749555,0.5432166,0.23781914,0.3188203,0.65239584,0.6719566,0.7638624
80,1.1416972228884696,0.001,0.1910174,0.5475537,1.00316,0.23720396,0.65052545,0.65563136,0.787216,0.1910174,0.5475537,0.13853717,0.23720396,0.65052545,0.65563136,0.787216,2.4442828287680944,0.2894569,0.55585396,2.1995225,0.34588826,0.71409273,0.64343417,0.7145604,0.2894569,0.55585396,0.24476045,0.34588826,0.71409273,0.64343417,0.7145604
81,1.1389546529452006,0.001,0.18291414,0.54592717,0.9994286,0.22586782,0.6470717,0.66100734,0.79018414,0.18291414,0.54592717,0.1395261,0.22586782,0.6470717,0.66100734,0.79018414,2.3841898882389065,0.25529867,0.5256448,2.1440563,0.2833216,0.6074329,0.7237965,0.79535526,0.25529867,0.5256448,0.24013355,0.2833216,0.6074329,0.7237965,0.79535526
82,1.1468048576513925,0.001,0.19311677,0.54872084,1.0071702,0.24276282,0.6536224,0.656269,0.78687334,0.19311677,0.54872084,0.13963467,0.24276282,0.6536224,0.656269,0.78687334,2.4136333227157594,0.28960812,0.55796015,2.175701,0.3511444,0.6896116,0.6274328,0.7444002,0.28960812,0.55796015,0.23793215,0.3511444,0.6896116,0.6274328,0.7444002
83,1.1384786052505176,0.001,0.19308573,0.54809314,1.0000727,0.23828427,0.6508627,0.65807486,0.787936,0.19308573,0.54809314,0.13840595,0.23828427,0.6508627,0.65807486,0.787936,2.3648673874139785,0.313753,0.55583537,2.1295986,0.3926046,0.67851,0.613655,0.75407827,0.313753,0.55583537,0.23526865,0.3926046,0.67851,0.613655,0.75407827
84,1.1274221549431482,0.001,0.19169636,0.54698855,0.99077904,0.23954254,0.6520802,0.65502816,0.78474,0.19169636,0.54698855,0.13664319,0.23954254,0.6520802,0.65502816,0.78474,2.3858041667938235,0.3094117,0.5525053,2.1475077,0.38565907,0.67856944,0.6144769,0.7479374,0.3094117,0.5525053,0.23829639,0.38565907,0.67856944,0.6144769,0.7479374
85,1.1213504255811373,0.001,0.18996447,0.5459148,0.98482746,0.23813859,0.651106,0.65249836,0.7844783,0.18996447,0.5459148,0.13652298,0.23813859,0.651106,0.65249836,0.7844783,2.372836473782858,0.27021486,0.54803044,2.1389866,0.30477,0.66190904,0.7065844,0.7606202,0.27021486,0.54803044,0.23384976,0.30477,0.66190904,0.7065844,0.7606202
86,1.1324704651037851,0.001,0.1889274,0.55076563,0.9948849,0.23513266,0.6529889,0.6581541,0.7905651,0.1889274,0.55076563,0.13758567,0.23513266,0.6529889,0.6581541,0.7905651,2.395323798259099,0.2946347,0.53818965,2.1564202,0.34660387,0.6343837,0.6666248,0.7799202,0.2946347,0.53818965,0.23890358,0.34660387,0.6343837,0.6666248,0.7799202
87,1.0949324181675912,0.001,0.19825673,0.55471325,0.9613149,0.24949107,0.66083825,0.6534767,0.78733194,0.19825673,0.55471325,0.13361758,0.24949107,0.66083825,0.6534767,0.78733194,2.383789255221685,0.2859527,0.5537659,2.150319,0.33193484,0.67280734,0.67710507,0.7575184,0.2859527,0.5537659,0.2334699,0.33193484,0.67280734,0.67710507,0.7575184
88,1.1022698127230008,0.001,0.19548677,0.556656,0.9675284,0.24465635,0.65942496,0.6592035,0.7934181,0.19548677,0.556656,0.13474141,0.24465635,0.65942496,0.6592035,0.7934181,2.3872921919822696,0.27343613,0.54577243,2.1477005,0.31817973,0.65558374,0.6659507,0.7647803,0.27343613,0.54577243,0.23959184,0.31817973,0.65558374,0.6659507,0.7647803
89,1.1151448699831963,0.001,0.20090386,0.55711305,0.979305,0.25232092,0.6624993,0.6524159,0.78907186,0.20090386,0.55711305,0.13583988,0.25232092,0.6624993,0.6524159,0.78907186,2.415319456855456,0.30305505,0.5544075,2.1776118,0.36436296,0.6861408,0.64671195,0.7423263,0.30305505,0.5544075,0.23770794,0.36436296,0.6861408,0.64671195,0.7423263
90,1.1028759082158406,0.001,0.19811863,0.5580144,0.96855557,0.2489608,0.6625905,0.6554154,0.7913543,0.19811863,0.5580144,0.1343202,0.2489608,0.6625905,0.6554154,0.7913543,2.359905119538307,0.28915334,0.5522276,2.1270623,0.34022638,0.673681,0.66306853,0.753494,0.28915334,0.5522276,0.23284277,0.34022638,0.673681,0.66306853,0.753494
91,1.0902676715453468,0.001,0.20255989,0.5602569,0.95813197,0.2549289,0.66680896,0.6567944,0.78931874,0.20255989,0.5602569,0.13213567,0.2549289,0.66680896,0.6567944,0.78931874,2.3965202669302625,0.31227088,0.5549854,2.1558547,0.39033303,0.6866022,0.6129709,0.7425936,0.31227088,0.5549854,0.2406658,0.39033303,0.6866022,0.6129709,0.7425936
92,1.099901080727577,0.001,0.19602993,0.5598438,0.96623635,0.2439279,0.6632744,0.653563,0.7925664,0.19602993,0.5598438,0.13366465,0.2439279,0.6632744,0.653563,0.7925664,2.3843578898906705,0.2535894,0.54590875,2.145132,0.28411788,0.6612939,0.70617056,0.7573234,0.2535894,0.54590875,0.23922585,0.28411788,0.6612939,0.70617056,0.7573234
93,1.1029261418183645,0.001,0.20131147,0.55842125,0.96943015,0.25299782,0.66453135,0.6520731,0.7889176,0.20131147,0.55842125,0.13349602,0.25299782,0.66453135,0.6520731,0.7889176,2.3843855724732084,0.25877938,0.5339197,2.1444657,0.28919297,0.63216734,0.71353763,0.7741791,0.25877938,0.5339197,0.23991996,0.28919297,0.63216734,0.71353763,0.7741791
94,1.085326036910216,0.001,0.2010283,0.55678135,0.95395064,0.2501491,0.66175586,0.6530205,0.7884881,0.2010283,0.55678135,0.13137537,0.2501491,0.66175586,0.6530205,0.7884881,2.391685552398364,0.32769477,0.562082,2.1592858,0.40672952,0.6936035,0.63130796,0.7472664,0.32769477,0.562082,0.2323997,0.40672952,0.6936035,0.63130796,0.7472664
95,1.0958233213424682,0.001,0.19488049,0.55957955,0.9630227,0.24343705,0.6629326,0.6588496,0.79323554,0.19488049,0.55957955,0.13280065,0.24343705,0.6629326,0.6588496,0.79323554,2.373049539923668,0.28999388,0.5503231,2.1405318,0.33775792,0.66413236,0.67606103,0.76219946,0.28999388,0.5503231,0.2325176,0.33775792,0.66413236,0.67606103,0.76219946
96,1.0956678974628449,0.001,0.19854757,0.5574415,0.9621288,0.25118357,0.6630652,0.6509819,0.78925216,0.19854757,0.5574415,0.13353905,0.25118357,0.6630652,0.6509819,0.78925216,2.383057542244593,0.28391004,0.5463439,2.1475253,0.32726553,0.6541423,0.68650603,0.7677577,0.28391004,0.5463439,0.2355322,0.32726553,0.6541423,0.68650603,0.7677577
97,1.0826857460538546,0.001,0.20212606,0.5653652,0.9520674,0.2520526,0.67085457,0.66000545,0.7921206,0.20212606,0.5653652,0.13061844,0.2520526,0.67085457,0.66000545,0.7921206,2.379646888375282,0.27386785,0.5466857,2.1427717,0.3134024,0.65828526,0.6892866,0.76300037,0.27386785,0.5466857,0.23687497,0.3134024,0.65828526,0.6892866,0.76300037
98,1.0864384493231773,0.001,0.20058429,0.56311363,0.95580363,0.25095975,0.6680944,0.6570369,0.7915933,0.20058429,0.56311363,0.13063478,0.25095975,0.6680944,0.6570369,0.7915933,2.375468583703041,0.24238564,0.54071873,2.1385643,0.2659546,0.6416407,0.73527277,0.77425665,0.24238564,0.54071873,0.2369042,0.2659546,0.6416407,0.73527277,0.77425665
99,1.0874149356285732,0.001,0.19870791,0.5605035,0.9565373,0.24588898,0.66372067,0.6562677,0.79256016,0.19870791,0.5605035,0.13087761,0.24588898,0.66372067,0.6562677,0.79256016,2.3736995647350945,0.2628646,0.5444218,2.1382396,0.2942527,0.6417186,0.7153325,0.78170335,0.2628646,0.5444218,0.2354599,0.2942527,0.6417186,0.7153325,0.78170335
100,1.0970574167370795,0.001,0.20026201,0.56122375,0.96434355,0.24779718,0.666175,0.65765196,0.7913717,0.20026201,0.56122375,0.13271387,0.24779718,0.666175,0.65765196,0.7913717,2.369089979330699,0.2809347,0.5521702,2.1342502,0.32428694,0.6716914,0.68142843,0.75592387,0.2809347,0.5521702,0.23483959,0.32428694,0.6716914,0.68142843,0.75592387
101,1.0896623077988625,0.001,0.20046154,0.56218165,0.9587871,0.24654476,0.666731,0.6593029,0.79182184,0.20046154,0.56218165,0.1308753,0.24654476,0.666731,0.6593029,0.79182184,2.378158677816391,0.2879025,0.54694045,2.143495,0.33497536,0.65621084,0.67654645,0.7662937,0.2879025,0.54694045,0.23466364,0.33497536,0.65621084,0.67654645,0.7662937
102,1.0766033546129863,0.001,0.20154268,0.56068015,0.946548,0.25256914,0.66633105,0.6585092,0.7895816,0.20154268,0.56068015,0.13005534,0.25256914,0.66633105,0.6585092,0.7895816,2.3922145164012907,0.27262682,0.53995967,2.1518955,0.31098202,0.64207685,0.6915177,0.77210546,0.27262682,0.53995967,0.24031894,0.31098202,0.64207685,0.6915177,0.77210546
103,1.0907712554931641,0.001,0.2027198,0.5663575,0.9600483,0.24966589,0.6687035,0.6694167,0.79686815,0.2027198,0.5663575,0.13072295,0.24966589,0.6687035,0.6694167,0.79686815,2.4039414058128994,0.30703333,0.5622283,2.1641092,0.37863678,0.7081559,0.62154686,0.73137385,0.30703333,0.5622283,0.23983216,0.37863678,0.7081559,0.62154686,0.73137385
104,1.0588322545091313,0.001,0.2059088,0.56548774,0.9303772,0.2566325,0.6718876,0.6573338,0.79080635,0.2059088,0.56548774,0.12845504,0.2566325,0.6718876,0.6573338,0.79080635,2.3832675365606946,0.29097468,0.55807614,2.1496,0.33908612,0.68750215,0.67538714,0.74724436,0.29097468,0.55807614,0.2336673,0.33908612,0.68750215,0.67538714,0.74724436
105,1.053052206536134,0.001,0.2102106,0.5726787,0.9255812,0.2628854,0.6784318,0.6570195,0.79549706,0.2102106,0.5726787,0.12747085,0.2628854,0.6784318,0.6570195,0.79549706,2.376079681913058,0.28006324,0.5464431,2.1428819,0.3176504,0.6532074,0.7061501,0.7693508,0.28006324,0.5464431,0.23319797,0.3176504,0.6532074,0.7061501,0.7693508
106,1.0598206838965416,0.001,0.20347908,0.57044625,0.9312022,0.2509511,0.672765,0.662858,0.7986225,0.20347908,0.57044625,0.12861845,0.2509511,0.672765,0.662858,0.7986225,2.385028572678566,0.29535872,0.5567776,2.1489692,0.35246378,0.684189,0.65036404,0.7490823,0.29535872,0.5567776,0.23605932,0.35246378,0.684189,0.65036404,0.7490823
107,1.0478641388813654,0.001,0.21497503,0.5706989,0.9219603,0.2667961,0.67954445,0.6563138,0.78890073,0.21497503,0.5706989,0.12590386,0.2667961,0.67954445,0.6563138,0.78890073,2.3638763413826624,0.24975958,0.5287718,2.1248443,0.27526265,0.6145875,0.73285764,0.79079074,0.24975958,0.5287718,0.23903179,0.27526265,0.6145875,0.73285764,0.79079074
108,1.0524687478939692,0.001,0.20767352,0.57444906,0.9258593,0.25684428,0.67785144,0.65689903,0.7978858,0.20767352,0.57444906,0.1266095,0.25684428,0.67785144,0.65689903,0.7978858,2.418149425983429,0.29712045,0.5490135,2.181979,0.34901708,0.66040057,0.66986156,0.7645719,0.29712045,0.5490135,0.23617047,0.34901708,0.66040057,0.66986156,0.7645719
109,1.0448148374756177,0.001,0.20739953,0.56958973,0.919037,0.25828078,0.6750203,0.6547288,0.79389036,0.20739953,0.56958973,0.1257778,0.25828078,0.6750203,0.6547288,0.79389036,2.385006984472275,0.2995746,0.56006134,2.15162,0.3536549,0.6849932,0.6646097,0.7540443,0.2995746,0.56006134,0.23338723,0.3536549,0.6849932,0.6646097,0.7540443
110,1.0503900428613027,0.001,0.21107757,0.5706828,0.92420685,0.26201504,0.6757742,0.65808946,0.794829,0.21107757,0.5706828,0.12618327,0.26201504,0.6757742,0.65808946,0.794829,2.3902768850326535,0.26516584,0.54081476,2.1529076,0.29919466,0.64259875,0.70330656,0.7729465,0.26516584,0.54081476,0.23736922,0.29919466,0.64259875,0.70330656,0.7729465
111,1.053600600461165,0.001,0.21071321,0.57006097,0.9264636,0.25924802,0.6761434,0.6593232,0.79193187,0.21071321,0.57006097,0.12713686,0.25924802,0.6761434,0.6593232,0.79193187,2.3805469918251037,0.27207208,0.5488478,2.1460266,0.30791792,0.6615912,0.7035086,0.7623712,0.27207208,0.5488478,0.23452026,0.30791792,0.6615912,0.7035086,0.7623712
112,1.0485867156585056,0.001,0.20752385,0.57258517,0.92235124,0.25412333,0.67547005,0.65982246,0.7972244,0.20752385,0.57258517,0.12623544,0.25412333,0.67547005,0.65982246,0.7972244,2.396830789844195,0.2773717,0.5488493,2.1577754,0.3194659,0.6612972,0.68173087,0.7630092,0.2773717,0.5488493,0.23905529,0.3194659,0.6612972,0.68173087,0.7630092
113,1.063339709341526,0.001,0.21136302,0.57325137,0.9360682,0.26110005,0.6783725,0.65789866,0.7945013,0.21136302,0.57325137,0.12727147,0.26110005,0.6783725,0.65789866,0.7945013,2.397589565316836,0.30376968,0.5500957,2.1611423,0.3591075,0.66851306,0.66560805,0.75612354,0.30376968,0.5500957,0.23644733,0.3591075,0.66851306,0.66560805,0.75612354
114,1.0547312853733697,0.001,0.20851336,0.57886934,0.929081,0.2547682,0.6817509,0.66478467,0.79996896,0.20851336,0.57886934,0.12565023,0.2547682,0.6817509,0.66478467,0.79996896,2.414456298351288,0.29560065,0.5411252,2.1721396,0.35308278,0.64119124,0.65032893,0.77621126,0.29560065,0.5411252,0.24231654,0.35308278,0.64119124,0.65032893,0.77621126
115,1.0432729643583296,0.001,0.20768481,0.5728648,0.91859376,0.2571901,0.68006355,0.6543287,0.7916502,0.20768481,0.5728648,0.12467916,0.2571901,0.68006355,0.6543287,0.7916502,2.410188855131467,0.26233345,0.54431546,2.1719177,0.29264414,0.6642337,0.71980655,0.7503711,0.26233345,0.54431546,0.23827142,0.29264414,0.6642337,0.71980655,0.7503711
116,1.0418975474437078,0.001,0.20963001,0.5739485,0.9174956,0.2560779,0.6782516,0.6604816,0.7953972,0.20963001,0.5739485,0.12440191,0.2560779,0.6782516,0.6604816,0.7953972,2.3624203197161355,0.29642418,0.5606571,2.1315079,0.3479674,0.6862974,0.6697304,0.75330544,0.29642418,0.5606571,0.23091246,0.3479674,0.6862974,0.6697304,0.75330544
117,1.0530570737520852,0.001,0.20845436,0.57228434,0.9271666,0.2547988,0.6764188,0.6634824,0.79552037,0.20845436,0.57228434,0.12589055,0.2547988,0.6764188,0.6634824,0.79552037,2.391334280570348,0.30650634,0.54656005,2.1530542,0.36740845,0.6595925,0.6527805,0.7607317,0.30650634,0.54656005,0.23827974,0.36740845,0.6595925,0.6527805,0.7607317
118,1.0494502588113148,0.001,0.20655331,0.5750731,0.92336416,0.2528367,0.67929333,0.65377265,0.79582965,0.20655331,0.5750731,0.12608613,0.2528367,0.67929333,0.65377265,0.79582965,2.392330865661303,0.27316487,0.5472778,2.1551566,0.31282973,0.65728605,0.68682456,0.76545876,0.27316487,0.5472778,0.23717415,0.31282973,0.65728605,0.68682456,0.76545876
119,1.0480504947900773,0.001,0.21208775,0.57469034,0.9223629,0.26110655,0.67939067,0.6572894,0.7953421,0.21208775,0.57469034,0.12568754,0.26110655,0.67939067,0.6572894,0.7953421,2.3920312863588333,0.28112614,0.5372689,2.153369,0.32136816,0.6291809,0.6948155,0.78584874,0.28112614,0.5372689,0.2386624,0.32136816,0.6291809,0.6948155,0.78584874
